#Frame           test    test[Max]
   18696      15.5616      27.2926
   18697      15.5776      26.8184
   18698      18.6613      65.4723
   18699      15.5820      26.5456
   18700      15.5746      26.1293
   18701      15.5759      26.3581
   18702      15.5912      27.2843
   18703      19.0405      66.5927
   18704      15.6206      26.8733
   18705      15.6486      26.9396
   18706      19.9926      79.6100
   18707      15.6149      27.0401
   18708      15.5176      26.7873
   18709      15.6165      27.2739
   18710      18.6856      66.6495
   18711      19.8865      78.9251
   18712      15.5825      26.2741
   18713      15.6273      26.4389
   18714      15.4946      27.0369
   18715      15.6304      26.6751
   18716      15.6172      26.9498
   18717      15.5269      26.3844
   18718      18.6835      66.2204
   18719      15.5927      26.1886
   18720      15.5567      26.5442
   18721      15.6159      26.7700
   18722      15.6581      26.8228
   18723      15.6748      26.6445
   18724      15.5819      26.9301
   18725      15.5964      27.0345
   18726      19.1030      66.8959
   18727      15.6733      27.1306
   18728      15.5289      27.2201
   18729      15.4903      25.8303
   18730      15.5099      26.6875
   18731      15.5724      26.8838
   18732      15.5529      26.4574
   18733      15.6826      27.0171
   18734      15.6460      26.9953
   18735      15.5792      26.8842
   18736      19.3563      74.3732
   18737      15.6435      27.1048
   18738      18.7906      68.3543
   18739      19.3816      74.2155
   18740      15.6088      27.1531
   18741      15.5001      26.6421
   18742      19.9667      77.9816
   18743      18.9849      67.0234
   18744      15.5044      26.6693
   18745      15.5143      26.1210
   18746      15.6042      27.2578
   18747      15.6078      26.7986
   18748      15.6461      27.2411
   18749      15.5251      26.5882
   18750      15.5071      26.4240
   18751      15.5042      26.8237
   18752      18.7220      65.8459
   18753      15.5086      26.5123
   18754      18.7897      66.9673
   18755      15.5044      26.2299
   18756      18.7104      65.8803
   18757      18.5216      65.6517
   18758      18.5904      65.4466
   18759      15.5235      27.1046
   18760      18.7548      65.4944
   18761      20.0027      78.2438
   18762      18.5350      65.4895
   18763      15.6023      26.6359
   18764      15.6625      26.7218
   18765      18.7242      66.4006
   18766      18.7251      66.2401
   18767      20.0499      77.6724
   18768      18.7329      65.7367
   18769      18.7451      65.9671
   18770      15.5480      26.2611
   18771      18.5178      65.1956
   18772      15.6799      27.1568
   18773      15.6032      27.1425
   18774      15.7371      27.5152
   18775      15.7477      27.5765
   18776      15.5768      26.6303
   18777      15.5882      26.7780
   18778      18.5282      65.2487
   18779      15.6138      27.3189
   18780      15.6619      27.3866
   18781      15.5402      26.2688
   18782      18.7204      65.5107
   18783      15.6791      26.9972
   18784      15.6443      26.9904
   18785      15.6604      27.2374
   18786      15.5740      26.5192
   18787      15.6467      26.8491
   18788      15.5859      26.5713
   18789      15.7271      28.4675
   18790      18.5539      65.2356
   18791      15.5700      26.7022
   18792      18.5592      64.7726
   18793      15.5533      26.2691
   18794      15.5728      26.5014
   18795      15.6381      26.7190
   18796      15.6317      26.9171
   18797      15.6653      27.1118
   18798      15.6459      27.3248
   18799      15.5503      26.6522
   18800      15.6159      27.0801
   18801      18.5010      64.7241
   18802      15.5747      27.0798
   18803      15.6128      27.5199
   18804      18.6020      65.2873
   18805      15.4881      26.7122
   18806      15.6147      26.9978
   18807      18.9287      66.6627
   18808      15.6121      26.8624
   18809      15.6273      26.2834
   18810      18.6382      65.7183
   18811      15.5954      26.7105
   18812      18.6190      65.3911
   18813      18.5428      64.6634
   18814      15.7105      27.2207
   18815      15.6264      26.7237
   18816      15.6215      26.6730
   18817      15.5929      26.5992
   18818      15.5800      26.6951
   18819      18.9144      66.4153
   18820      15.6283      27.6234
   18821      15.6808      27.3448
   18822      15.7272      27.3548
   18823      15.6879      27.0783
   18824      15.5728      26.6781
   18825      15.5879      26.9378
   18826      15.5603      27.4785
   18827      15.5264      27.0496
   18828      15.6221      26.2953
   18829      15.5883      26.4060
   18830      15.6900      27.1301
   18831      15.5866      26.5488
   18832      15.6635      27.3850
   18833      15.6992      26.8153
   18834      15.6250      27.7053
   18835      15.5537      27.8232
   18836      15.5111      26.6508
   18837      15.6569      28.4122
   18838      15.6228      26.6060
   18839      15.5982      27.1259
   18840      15.6681      26.7194
   18841      15.6133      26.4244
   18842      15.7099      26.4459
   18843      15.6398      27.9259
   18844      15.5971      27.1914
   18845      15.6123      27.0521
   18846      19.1790      71.6258
   18847      15.7173      26.7853
   18848      15.6051      26.7604
   18849      15.5859      27.0239
   18850      15.5534      27.4019
   18851      15.7674      26.8742
   18852      20.5938      79.7891
   18853      15.6863      26.6401
   18854      15.6757      28.3615
   18855      15.5782      27.6728
   18856      18.8393      65.9666
   18857      15.6081      26.2269
   18858      15.6219      27.3627
   18859      15.7682      26.8201
   18860      15.8250      27.1067
   18861      15.6642      27.2467
   18862      15.6404      28.9202
   18863      15.5861      26.4746
   18864      15.6951      26.8414
   18865      15.6713      26.6787
   18866      15.5891      26.4941
   18867      15.6362      26.9575
   18868      15.6706      26.6798
   18869      15.6523      28.4394
   18870      15.6745      26.9226
   18871      15.6114      27.0968
   18872      15.6907      26.7655
   18873      15.6893      26.6521
   18874      15.5242      27.1776
   18875      15.6575      26.5000
   18876      15.5977      26.9311
   18877      15.5211      26.7744
   18878      15.6532      26.5359
   18879      15.5837      26.9324
   18880      15.6166      28.1239
   18881      15.6716      26.4175
   18882      15.6165      27.7681
   18883      15.6497      26.9107
   18884      15.6462      26.8624
   18885      15.6925      27.0194
   18886      15.5634      26.8124
   18887      15.6487      26.8051
   18888      15.6494      27.1310
   18889      18.7892      66.2201
   18890      19.2805      69.7883
   18891      15.5641      26.9113
   18892      19.7793      76.9217
   18893      15.5977      27.5302
   18894      19.3343      70.8871
   18895      15.4974      27.1596
   18896      15.6358      26.5834
   18897      19.1881      66.8600
   18898      19.7103      76.9715
   18899      15.6895      27.3584
   18900      15.6763      27.6392
   18901      15.7039      27.6586
   18902      18.8394      66.2064
   18903      15.6363      27.0363
   18904      15.6849      27.0552
   18905      15.6615      27.8461
   18906      15.6268      27.9987
   18907      18.6781      66.1221
   18908      18.7147      66.3040
   18909      19.7731      77.0766
   18910      15.6472      26.5757
   18911      15.6749      26.9975
   18912      15.5959      27.0359
   18913      15.5680      26.6605
   18914      19.7234      76.8033
   18915      15.7395      26.9908
   18916      15.5258      26.7300
   18917      19.9920      78.9429
   18918      15.5603      26.8831
   18919      19.9638      78.7409
   18920      15.5567      27.0362
   18921      19.6705      76.9547
   18922      15.5378      26.5641
   18923      15.6527      27.0711
   18924      19.7198      77.0964
   18925      15.5638      26.9996
   18926      19.7336      77.0823
   18927      15.5217      27.0319
   18928      15.5884      26.6821
   18929      15.6032      26.8568
   18930      15.5756      26.7471
   18931      15.6751      27.1744
   18932      15.5631      26.7446
   18933      15.5752      26.3284
   18934      15.5432      26.8971
   18935      15.5307      26.6833
   18936      15.6848      27.0476
   18937      15.6709      26.7581
   18938      15.7102      27.2487
   18939      15.5243      26.7560
   18940      15.5761      26.9676
   18941      15.6149      26.7008
   18942      15.7242      27.4581
   18943      19.1419      68.2818
   18944      15.5554      26.9372
   18945      15.7190      27.2838
   18946      19.1552      68.3410
   18947      15.5922      26.6551
   18948      15.7191      27.1902
   18949      19.1937      68.2860
   18950      18.8553      65.7629
   18951      15.6270      27.1698
   18952      19.7942      78.6322
   18953      19.2842      70.4894
   18954      15.6555      26.5865
   18955      15.6620      27.1765
   18956      15.5762      26.9972
   18957      15.6969      26.9633
   18958      15.6940      26.5866
   18959      18.8253      66.0036
   18960      15.6043      26.9972
   18961      15.5620      27.1560
   18962      18.8069      65.9862
   18963      15.6646      27.1189
   18964      15.5777      26.4685
   18965      20.4157      80.6419
   18966      20.5933      80.8291
   18967      15.6717      27.0596
   18968      15.6804      26.9907
   18969      15.6574      26.9417
   18970      19.8454      78.2222
   18971      19.8375      78.0953
   18972      15.7265      27.4241
   18973      15.5712      26.6113
   18974      18.8174      65.4507
   18975      15.6951      27.3542
   18976      19.7914      78.0382
   18977      15.5510      26.8160
   18978      19.8376      78.1289
   18979      15.6535      26.3059
   18980      15.5044      26.5616
   18981      15.6147      25.8793
   18982      15.6439      28.3462
